"","Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
"508",28124,691999,56,NA,0.28,0,0,NA
"509",28124,692000,66,NA,0.29,0,0,NA
"510",28124,692001,75,NA,0.31,0.02,0,NA
"511",28124,692002,85,NA,0.29,0.06,0,NA
"512",28124,692003,95,NA,0.33,0.12,0.3,NA
"513",28124,692004,100,NA,0.38,0.1,0.9,NA
"514",28124,692005,110,NA,0.48,0.03,2.6,NA
"515",28124,692006,125,NA,0.59,0.02,5.1,NA
"516",28124,692007,144,NA,0.72,0.01,7.6,NA
"517",28124,692008,150,NA,0.79,0.01,8.8,NA
"518",28124,692009,169,NA,1.07,0.01,13,NA
"519",28124,692010,199,NA,1.49,0,19.6,NA
"520",28124,692011,200,NA,1.49,0,19.7,NA
"521",28124,692012,228,NA,1.58,0,21.3,NA
"522",28124,692013,250,NA,1.84,0,24.7,NA
"523",28124,692014,269,NA,2.09,0,27.9,NA
"524",28124,692015,300,NA,2.29,0,30.6,NA
"525",28124,692016,320,NA,2.39,0,31.8,NA
"526",28124,692017,378,NA,2.75,0,35.6,NA
"527",28124,692018,400,NA,2.84,0,36.7,NA
"528",28124,692019,438,NA,2.96,0,38.2,NA
"529",28124,692020,500,NA,3.13,0,40.3,NA
"530",28124,692021,523,NA,3.19,0,41.1,NA
"531",28125,692022,0,NA,0.29,0,0.1,NA
"532",28125,692023,2,NA,0.29,0,0.1,NA
"533",28125,692024,10,NA,0.29,0,0.1,NA
"534",28125,692025,15,NA,0.29,0,0.1,NA
"535",28125,692026,20,NA,0.29,0,0.1,NA
"536",28125,692027,30,NA,0.28,0,0.1,NA
"537",28125,692028,45,NA,0.29,0,0.1,NA
"538",28125,692029,50,NA,0.3,0,0.1,NA
"539",28125,692030,55,NA,0.3,0,0.1,NA
"540",28125,692031,65,NA,0.3,0,0.1,NA
"541",28125,692032,75,NA,0.35,0.11,0.2,NA
"542",28125,692033,86,NA,0.36,0.16,0.5,NA
"543",28125,692034,94,NA,0.38,0.14,0.9,NA
"544",28125,692035,100,NA,0.45,0.09,2,NA
"545",28125,692036,110,NA,0.63,0.02,4.9,NA
"546",28125,692037,124,NA,0.93,0.01,10,NA
"547",28125,692038,125,NA,0.96,0.01,10.5,NA
"548",28125,692039,144,NA,1.49,0.01,18.6,NA
"549",28125,692040,150,NA,1.53,0.01,19.9,NA
"550",28125,692041,170,NA,1.67,0.01,21.8,NA
"551",28125,692042,199,NA,1.61,0.01,21.5,NA
"552",28125,692043,200,NA,1.61,0.01,21.6,NA
"553",28125,692044,229,NA,1.79,0.01,24.3,NA
"554",28125,692045,250,NA,1.87,0.01,25.6,NA
"555",28125,692046,269,NA,1.94,0.01,26.7,NA
"556",28125,692047,300,NA,2.17,0,29.7,NA
"557",28125,692048,318,NA,2.31,0,31.6,NA
"558",28125,692049,379,NA,2.7,0,36.4,NA
"559",28125,692050,400,NA,2.78,0,37.4,NA
"560",28125,692051,439,NA,2.9,0,39,NA
"561",28125,692052,500,NA,3.1,0,41.4,NA
"562",28125,692053,514,NA,3.15,0,42,NA
"563",28126,692054,0,93.4,0.34,0,0.1,NA
"564",28126,692055,2,93.4,0.34,0,0.1,NA
"565",28126,692056,3,NA,NA,NA,NA,NA
"566",28126,692057,10,67.2,0.32,0,0.1,NA
"567",28126,692058,17,36.6,0.3,0,0,NA
"568",28126,692059,20,30.5,0.3,0,0,NA
"569",28126,692060,30,16.4,0.31,0,0,NA
"570",28126,692061,35,13,0.32,0,0,NA
"571",28126,692062,50,5,0.3,0,0,NA
"572",28126,692063,52,4.5,0.3,0,0,NA
"573",28126,692064,70,1.6,0.31,0,0,NA
"574",28126,692065,75,1.4,0.33,0.05,0.1,NA
"575",28126,692066,80,NA,0.36,0.11,0.2,NA
"576",28126,692067,88,NA,0.45,0.22,1.4,NA
"577",28126,692068,98,0.3,0.47,0.05,1.8,NA
"578",28126,692069,100,NA,0.46,0.05,1.7,NA
"579",28126,692070,105,NA,0.44,0.05,1.5,NA
"580",28126,692071,115,NA,0.52,0.02,2.5,NA
"581",28126,692072,125,NA,0.62,0.02,4.4,NA
"582",28126,692073,126,NA,0.63,0.02,4.7,NA
"583",28126,692074,140,NA,0.94,0.02,10.2,NA
"584",28126,692075,150,NA,1.17,0.02,13.7,NA
"585",28126,692076,165,NA,1.46,0.01,17.9,NA
"586",28126,692077,194,NA,1.61,0.01,21.1,NA
"587",28126,692078,200,NA,1.66,0.01,21.9,NA
"588",28126,692079,229,NA,1.9,0.01,25.6,NA
"589",28126,692080,250,NA,2.01,0,27.2,NA
"590",28126,692081,269,NA,2.08,0,28.2,NA
"591",28126,692082,300,NA,2.2,0,29.9,NA
"592",28126,692083,318,NA,2.28,0,31,NA
"593",28126,692084,378,NA,2.71,0,36.6,NA
"594",28126,692085,400,NA,2.84,0,38,NA
"595",28126,692086,437,NA,3.01,0,39.7,NA
"596",28126,692087,500,NA,3.16,0,41.1,NA
"597",28126,692088,516,NA,3.2,0,41.4,NA
"598",28127,692089,0,NA,0.29,0,0.1,NA
"599",28127,692090,1,NA,NA,NA,NA,NA
"600",28127,692091,1,NA,0.29,0,0.1,NA
"601",28127,692092,10,NA,0.29,0,0.1,NA
"602",28127,692093,15,NA,0.29,0,0.1,NA
"603",28127,692094,20,NA,0.29,0,0.1,NA
"604",28127,692095,30,NA,0.29,0,0.1,NA
"605",28127,692096,45,NA,0.29,0,0.1,NA
"606",28127,692097,50,NA,0.29,0,0.1,NA
"607",28127,692098,55,NA,0.29,0,0.1,NA
"608",28127,692099,65,NA,0.3,0,0.1,NA
"609",28127,692100,75,NA,0.4,0.11,0.9,NA
"610",28127,692101,85,NA,0.59,0.08,3.2,NA
"611",28127,692102,95,NA,0.78,0.04,6.8,NA
"612",28127,692103,100,NA,0.9,0.03,8.7,NA
"613",28127,692104,110,NA,1.12,0.02,12.2,NA
"614",28127,692105,125,NA,1.34,0.02,15.5,NA
"615",28127,692106,145,NA,1.5,0.01,18.1,NA
"616",28127,692107,150,NA,1.54,0.01,18.9,NA
"617",28127,692108,170,NA,1.7,0.01,21.9,NA
"618",28127,692109,199,NA,1.9,0.01,24.8,NA
"619",28127,692110,200,NA,1.9,0.01,24.9,NA
"620",28127,692111,229,NA,2.03,0,26.7,NA
"621",28127,692112,250,NA,2.17,0,28.4,NA
"622",28127,692113,269,NA,2.3,0,29.9,NA
"623",28127,692114,300,NA,2.5,0,32.1,NA
"624",28127,692115,318,NA,2.61,0,33.3,NA
"625",28127,692116,378,NA,2.85,0,36.2,NA
"626",28127,692117,400,NA,2.92,0,37.4,NA
"627",28127,692118,438,NA,3.02,0,39.3,NA
"628",28127,692119,500,NA,3.15,0,40.5,NA
"629",28127,692120,515,NA,3.18,0,40.8,NA
"630",28128,692121,0,NA,0.3,0,0.1,NA
"631",28128,692122,2,NA,0.3,0,0.1,NA
"632",28128,692123,10,NA,0.3,0,0,NA
"633",28128,692124,15,NA,0.3,0,0,NA
"634",28128,692125,20,NA,0.3,0,0,NA
"635",28128,692126,30,NA,0.29,0,0,NA
"636",28128,692127,45,NA,0.29,0,0,NA
"637",28128,692128,50,NA,0.29,0,0,NA
"638",28128,692129,54,NA,0.29,0,0,NA
"639",28128,692130,64,NA,0.29,0,0,NA
"640",28128,692131,74,NA,0.32,0.03,0,NA
"641",28128,692132,75,NA,0.32,0.04,0,NA
"642",28128,692133,84,NA,0.37,0.09,0.3,NA
"643",28128,692134,95,NA,0.5,0.08,2.5,NA
"644",28128,692135,100,NA,0.63,0.07,4.4,NA
"645",28128,692136,110,NA,0.89,0.04,8.2,NA
"646",28128,692137,125,NA,0.95,0.02,10.3,NA
"647",28128,692138,144,NA,1.4,0.01,17.1,NA
"648",28128,692139,150,NA,1.48,0.01,18.4,NA
"649",28128,692140,169,NA,1.68,0,21.7,NA
"650",28128,692141,199,NA,2.06,0,26.8,NA
"651",28128,692142,200,NA,2.06,0,26.8,NA
"652",28128,692143,230,NA,2.15,0,27.9,NA
"653",28128,692144,250,NA,2.14,0,28.2,NA
"654",28128,692145,268,NA,2.13,0,28.6,NA
"655",28128,692146,300,NA,2.26,0,30.6,NA
"656",28128,692147,319,NA,2.38,0,32.1,NA
"657",28128,692148,379,NA,2.76,0,36.8,NA
"658",28128,692149,400,NA,2.85,0,37.8,NA
"659",28128,692150,438,NA,2.98,0,39.2,NA
"660",28128,692151,500,NA,3.13,0,40.7,NA
"661",28128,692152,516,NA,3.17,0,41.1,NA
"662",28129,692153,0,NA,0.41,0.05,0.8,NA
"663",28129,692154,1,NA,0.41,0.05,0.8,NA
"664",28129,692155,10,NA,0.41,0.05,0.9,NA
"665",28129,692156,20,NA,0.45,0.07,1.2,NA
"666",28129,692157,30,NA,0.56,0.15,2.8,NA
"667",28129,692158,41,NA,0.67,0.19,4.2,NA
"668",28129,692159,50,NA,0.73,0.2,5.2,NA
"669",28129,692160,60,NA,0.85,0.18,7.1,NA
"670",28129,692161,70,NA,1.04,0.16,10.8,NA
"671",28129,692162,75,NA,1.12,0.13,12.3,NA
"672",28129,692163,85,NA,1.27,0.07,14.6,NA
"673",28129,692164,100,NA,1.43,0.05,17.1,NA
"674",28129,692165,119,NA,1.67,0.03,20.8,NA
"675",28129,692166,125,NA,1.68,0.03,21.2,NA
"676",28129,692167,140,NA,1.71,0.02,21.8,NA
"677",28129,692168,150,NA,1.74,0.02,22.3,NA
"678",28129,692169,170,NA,1.82,0.02,23.6,NA
"679",28129,692170,200,NA,2.01,0.01,26.7,NA
"680",28129,692171,229,NA,2.1,0.01,27.9,NA
"681",28129,692172,250,NA,2.18,0.01,29.3,NA
"682",28129,692173,271,NA,2.3,0.01,30.9,NA
"683",28129,692174,300,NA,2.56,0.01,33.5,NA
"684",28129,692175,319,NA,2.73,0.01,35.1,NA
"685",28129,692176,379,NA,2.94,0.01,37.3,NA
"686",28129,692177,400,NA,3,0.01,37.9,NA
"687",28129,692178,437,NA,3.09,0.01,38.9,NA
"688",28129,692179,500,NA,3.2,0.01,40.3,NA
"689",28129,692180,513,NA,3.22,0.01,40.6,NA
"690",28130,692181,0,93.4,0.39,0.05,0.9,NA
"691",28130,692182,2,NA,NA,NA,NA,NA
"692",28130,692183,2,93.4,0.39,0.05,0.9,NA
"693",28130,692184,10,36.6,0.39,0.05,0.9,NA
"694",28130,692185,20,13.5,0.4,0.06,0.9,NA
"695",28130,692186,21,13,0.4,0.06,0.9,NA
"696",28130,692187,30,5.3,0.42,0.08,1.3,NA
"697",28130,692188,32,4.5,0.43,0.09,1.5,NA
"698",28130,692189,44,1.6,0.59,0.23,3.9,NA
"699",28130,692190,50,1.1,0.82,0.26,7.4,NA
"700",28130,692191,52,NA,0.89,0.27,8.6,NA
"701",28130,692192,61,0.3,1.03,0.12,10.9,NA
"702",28130,692193,71,NA,1.23,0.05,13.9,NA
"703",28130,692194,75,NA,1.32,0.04,15.3,NA
"704",28130,692195,84,NA,1.51,0.03,18.2,NA
"705",28130,692196,100,NA,1.65,0.02,20.5,NA
"706",28130,692197,101,NA,1.66,0.02,20.6,NA
"707",28130,692198,120,NA,1.82,0.01,23,NA
"708",28130,692199,125,NA,1.84,0.01,23.4,NA
"709",28130,692200,140,NA,1.87,0.01,24.2,NA
"710",28130,692201,150,NA,1.89,0.01,24.7,NA
"711",28130,692202,169,NA,1.96,0.01,26.1,NA
"712",28130,692203,198,NA,2.25,0.01,29.7,NA
"713",28130,692204,200,NA,2.26,0.01,29.8,NA
"714",28130,692205,229,NA,2.37,0.02,30.8,NA
"715",28130,692206,250,NA,2.47,0.02,31.9,NA
"716",28130,692207,268,NA,2.55,0.02,32.9,NA
"717",28130,692208,300,NA,2.68,0.01,34.5,NA
"718",28130,692209,320,NA,2.76,0.01,35.4,NA
"719",28130,692210,377,NA,2.94,0,37.4,NA
"720",28130,692211,400,NA,3.01,0,37.8,NA
"721",28130,692212,441,NA,3.12,0,38.5,NA
"722",28130,692213,500,NA,3.2,0,39.9,NA
"723",28130,692214,515,NA,3.22,0,40.2,NA
"724",28131,692215,0,NA,0.3,0,0,NA
"725",28131,692216,1,NA,NA,NA,NA,NA
"726",28131,692217,1,NA,0.3,0,0,NA
"727",28131,692218,10,NA,0.3,0,0,NA
"728",28131,692219,20,NA,0.3,0,0,NA
"729",28131,692220,30,NA,0.3,0,0,NA
"730",28131,692221,31,NA,0.3,0,0,NA
"731",28131,692222,40,NA,0.45,0.08,2,NA
"732",28131,692223,50,NA,1.01,0.08,10.4,NA
"733",28131,692224,60,NA,1.13,0.05,12.2,NA
"734",28131,692225,70,NA,1.25,0.04,14.1,NA
"735",28131,692226,75,NA,1.31,0.03,15,NA
"736",28131,692227,86,NA,1.45,0.02,17.2,NA
"737",28131,692228,100,NA,1.68,0.01,20.4,NA
"738",28131,692229,120,NA,1.97,0.01,23.9,NA
"739",28131,692230,125,NA,2.02,0.01,24.5,NA
"740",28131,692231,140,NA,2.12,0,25.7,NA
"741",28131,692232,150,NA,2.17,0,26.3,NA
"742",28131,692233,170,NA,2.22,0,27.1,NA
"743",28131,692234,199,NA,2.16,0,27.6,NA
"744",28131,692235,200,NA,2.16,0,27.6,NA
"745",28131,692236,229,NA,2.28,0,29.2,NA
"746",28131,692237,250,NA,2.36,0,30.2,NA
"747",28131,692238,268,NA,2.43,0,31.1,NA
"748",28131,692239,300,NA,2.63,0,33.1,NA
"749",28131,692240,319,NA,2.75,0,34.2,NA
"750",28131,692241,378,NA,2.93,0,36.3,NA
"751",28131,692242,400,NA,2.98,0,37.1,NA
"752",28131,692243,437,NA,3.05,0,38.2,NA
"753",28131,692244,500,NA,3.16,0,39.5,NA
"754",28131,692245,514,NA,3.19,0,39.8,NA
"755",28132,692246,0,NA,0.32,0,0.1,NA
"756",28132,692247,1,NA,0.32,0,0.1,NA
"757",28132,692248,10,NA,0.32,0,0.1,NA
"758",28132,692249,20,NA,0.31,0,0,NA
"759",28132,692250,21,NA,0.31,0,0,NA
"760",28132,692251,30,NA,0.33,0.02,0,NA
"761",28132,692252,31,NA,0.33,0.02,0,NA
"762",28132,692253,40,NA,0.54,0.24,2.7,NA
"763",28132,692254,50,NA,0.81,0.13,6.3,NA
"764",28132,692255,61,NA,0.99,0.05,9.7,NA
"765",28132,692256,70,NA,1.13,0.02,12,NA
"766",28132,692257,75,NA,1.2,0.02,13.1,NA
"767",28132,692258,86,NA,1.35,0.01,15.5,NA
"768",28132,692259,100,NA,1.58,0.01,18.8,NA
"769",28132,692260,120,NA,1.79,0.01,21.6,NA
"770",28132,692261,125,NA,1.82,0.01,22,NA
"771",28132,692262,140,NA,1.9,0,23,NA
"772",28132,692263,150,NA,1.99,0,24.1,NA
"773",28132,692264,169,NA,2.15,0,26.2,NA
"774",28132,692265,199,NA,2.23,0,27.8,NA
"775",28132,692266,200,NA,2.23,0,27.8,NA
"776",28132,692267,229,NA,2.37,0,29.1,NA
"777",28132,692268,250,NA,2.48,0,30.5,NA
"778",28132,692269,268,NA,2.57,0,31.7,NA
"779",28132,692270,300,NA,2.69,0,33.2,NA
"780",28132,692271,318,NA,2.74,0,33.8,NA
"781",28132,692272,378,NA,2.88,0,35.6,NA
"782",28132,692273,400,NA,2.93,0,36.4,NA
"783",28132,692274,436,NA,3.02,0,37.6,NA
"784",28132,692275,500,NA,3.13,0,39.1,NA
"785",28132,692276,514,NA,3.16,0,39.4,NA
"786",28133,692277,0,NA,0.3,0,0.1,NA
"787",28133,692278,2,NA,0.3,0,0.1,NA
"788",28133,692279,10,NA,0.3,0,0.1,NA
"789",28133,692280,20,NA,0.3,0,0.1,NA
"790",28133,692281,21,NA,0.3,0,0.1,NA
"791",28133,692282,30,NA,0.35,0.03,0.2,NA
"792",28133,692283,41,NA,0.49,0.16,2,NA
"793",28133,692284,50,NA,0.87,0.15,8.1,NA
"794",28133,692285,61,NA,1.09,0.05,11.6,NA
"795",28133,692286,70,NA,1.26,0.02,14.4,NA
"796",28133,692287,75,NA,1.32,0.02,15.3,NA
"797",28133,692288,84,NA,1.4,0.02,16.4,NA
"798",28133,692289,100,NA,1.58,0.01,18.9,NA
"799",28133,692290,119,NA,1.82,0.02,22.2,NA
"800",28133,692291,125,NA,1.89,0.01,23.1,NA
"801",28133,692292,130,NA,1.95,0.01,23.7,NA
"802",28133,692293,150,NA,2.11,0.01,25.8,NA
"803",28133,692294,169,NA,2.21,0.01,27.2,NA
"804",28133,692295,199,NA,2.35,0.01,29,NA
"805",28133,692296,200,NA,2.35,0.01,29,NA
"806",28133,692297,229,NA,2.43,0,29.8,NA
"807",28133,692298,250,NA,2.51,0.01,30.9,NA
"808",28133,692299,270,NA,2.59,0.01,32,NA
"809",28134,692300,0,NA,0.24,0,0.1,NA
"810",28134,692301,2,NA,0.24,0,0.1,NA
"811",28134,692302,10,NA,0.23,0,0.1,NA
"812",28134,692303,20,NA,0.25,0.01,0.1,NA
"813",28134,692304,30,NA,0.73,0.24,6.3,NA
"814",28134,692305,41,NA,1.16,0.14,12.5,NA
"815",28134,692306,50,NA,1.36,0.05,15.5,NA
"816",28134,692307,60,NA,1.46,0.02,16.7,NA
"817",28134,692308,70,NA,1.58,0.02,18.6,NA
"818",28134,692309,75,NA,1.64,0.02,19.5,NA
"819",28134,692310,85,NA,1.77,0.02,21.2,NA
"820",28134,692311,100,NA,1.92,0.01,22.8,NA
"821",28134,692312,120,NA,2.01,0.01,24.6,NA
"822",28134,692313,125,NA,2.04,0.01,25,NA
"823",28134,692314,139,NA,2.13,0.01,25.8,NA
"824",28134,692315,150,NA,2.16,0.01,26.3,NA
"825",28134,692316,169,NA,2.2,0.01,27.1,NA
"826",28134,692317,199,NA,2.28,0.01,28.1,NA
"827",28134,692318,200,NA,2.28,0.01,28.1,NA
"828",28134,692319,229,NA,2.32,0.01,29.1,NA
"829",28134,692320,250,NA,2.47,0,30.3,NA
"830",28134,692321,269,NA,2.61,0,31.4,NA
"831",28134,692322,300,NA,2.71,0,32.6,NA
"832",28134,692323,318,NA,2.74,0,33.1,NA
"833",28134,692324,379,NA,2.87,0,34.9,NA
"834",28134,692325,400,NA,2.91,0,35.5,NA
"835",28134,692326,439,NA,2.98,0,36.6,NA
"836",28134,692327,500,NA,3.14,0,38.2,NA
"837",28134,692328,513,NA,3.17,0,38.6,NA
"838",28135,692329,0,93.4,0.26,0.01,0.1,NA
"839",28135,692330,2,NA,NA,NA,NA,NA
"840",28135,692331,2,93.4,0.26,0.01,0.1,NA
"841",28135,692332,6,36.6,0.27,0.01,0.1,NA
"842",28135,692333,10,23.1,0.27,0.01,0.1,NA
"843",28135,692334,13,13,0.27,0.01,0.1,NA
"844",28135,692335,19,4.5,0.52,0.12,2.4,NA
"845",28135,692336,20,3.7,0.57,0.14,3,NA
"846",28135,692337,24,1.6,0.75,0.2,5.4,NA
"847",28135,692338,30,0.82,0.84,0.22,6.4,NA
"848",28135,692339,34,0.3,0.87,0.24,6.9,NA
"849",28135,692340,44,NA,1.18,0.18,12.2,NA
"850",28135,692341,50,NA,1.32,0.14,14.5,NA
"851",28135,692342,54,NA,1.39,0.12,15.5,NA
"852",28135,692343,64,NA,1.42,0.14,15.8,NA
"853",28136,692344,0,NA,0.3,0.01,0,NA
"854",28136,692345,2,NA,0.3,0.01,0,NA
"855",28136,692346,5,NA,0.3,0.01,0,NA
"856",28136,692347,10,NA,0.3,0.01,0,NA
"857",28136,692348,15,NA,0.3,0.01,0,NA
"858",28136,692349,20,NA,0.31,0.01,0,NA
"859",28136,692350,30,NA,0.44,0.05,1.2,NA
"860",28136,692351,31,NA,0.46,0.06,1.4,NA
"861",28136,692352,40,NA,0.78,0.16,4.6,NA
"862",28136,692353,50,NA,1.48,0.38,13.1,NA
"863",28137,692354,0,NA,0.25,0.01,0,NA
"864",28137,692355,2,NA,0.25,0.01,0,NA
"865",28137,692356,10,NA,0.26,0.01,0,NA
"866",28137,692357,11,NA,0.26,0.01,0,NA
"867",28137,692358,20,NA,0.42,0.05,0.9,NA
"868",28137,692359,21,NA,0.44,0.06,1,NA
"869",28137,692360,30,NA,0.6,0.11,2.8,NA
"870",28137,692361,31,NA,0.63,0.12,3.1,NA
"871",28137,692362,41,NA,1.1,0.24,10.2,NA
"872",28137,692363,50,NA,1.46,0.25,14,NA
"873",28137,692364,51,NA,1.49,0.25,14.3,NA
"874",28137,692365,60,NA,1.5,0.2,16.9,NA
"875",28137,692366,71,NA,1.58,0.13,18.2,NA
"876",28137,692367,75,NA,1.62,0.1,18.9,NA
"877",28137,692368,84,NA,1.72,0.03,20.5,NA
"878",28137,692369,99,NA,1.86,0.02,22.2,NA
"879",28137,692370,100,NA,1.87,0.02,22.3,NA
"880",28137,692371,120,NA,1.95,0.02,23.8,NA
"881",28137,692372,125,NA,1.98,0.02,24.2,NA
"882",28137,692373,139,NA,2.08,0.01,25.3,NA
"883",28137,692374,150,NA,2.14,0.01,26.1,NA
"884",28137,692375,170,NA,2.23,0.01,27.3,NA
"885",28137,692376,199,NA,2.37,0,28.7,NA
"886",28137,692377,200,NA,2.37,0,28.7,NA
"887",28137,692378,229,NA,2.4,0,29.2,NA
"888",28137,692379,250,NA,2.44,0,29.7,NA
"889",28137,692380,269,NA,2.49,0,30.2,NA
"890",28137,692381,300,NA,2.59,0,31.2,NA
"891",28137,692382,320,NA,2.65,0,31.9,NA
"892",28137,692383,379,NA,2.77,0,33.9,NA
"893",28137,692384,400,NA,2.82,0,34.6,NA
"894",28137,692385,438,NA,2.93,0,35.9,NA
"895",28137,692386,500,NA,3.12,0,37.9,NA
"896",28137,692387,515,NA,3.16,0,38.4,NA
"897",28138,692388,0,NA,0.3,0,0.1,NA
"898",28138,692389,2,NA,0.3,0,0.1,NA
"899",28138,692390,10,NA,0.3,0,0.1,NA
"900",28138,692391,16,NA,0.3,0,0.1,NA
"901",28138,692392,20,NA,0.3,0,0.1,NA
"902",28138,692393,30,NA,0.3,0,0.1,NA
"903",28138,692394,46,NA,0.51,0.08,1.9,NA
"904",28138,692395,50,NA,0.57,0.14,2.9,NA
"905",28138,692396,56,NA,0.68,0.22,4.7,NA
"906",28138,692397,66,NA,0.95,0.26,9,NA
"907",28138,692398,75,NA,0.99,0.25,9.5,NA
"908",28138,692399,76,NA,0.99,0.25,9.5,NA
"909",28138,692400,85,NA,1.16,0.14,12.5,NA
"910",28138,692401,95,NA,1.28,0.09,14.2,NA
"911",28138,692402,100,NA,1.37,0.06,15.6,NA
"912",28138,692403,108,NA,1.52,0.03,17.9,NA
"913",28138,692404,123,NA,1.77,0.01,21.1,NA
"914",28138,692405,125,NA,1.79,0.01,21.4,NA
"915",28138,692406,146,NA,1.96,0.01,23.9,NA
"916",28138,692407,150,NA,1.98,0.01,24.2,NA
"917",28138,692408,169,NA,2.04,0.02,25.3,NA
"918",28138,692409,198,NA,2.18,0.01,27.1,NA
"919",28138,692410,200,NA,2.19,0.01,27.2,NA
"920",28138,692411,229,NA,2.31,0.01,28.5,NA
"921",28138,692412,250,NA,2.44,0.01,30,NA
"922",28138,692413,268,NA,2.55,0.01,31.3,NA
"923",28138,692414,300,NA,2.71,0.01,33,NA
"924",28138,692415,319,NA,2.78,0.01,33.8,NA
"925",28138,692416,381,NA,2.94,0.01,35.5,NA
"926",28138,692417,400,NA,2.97,0.01,36,NA
"927",28138,692418,438,NA,3.04,0,37.1,NA
"928",28138,692419,500,NA,3.18,0,38.6,NA
"929",28138,692420,515,NA,3.21,0,39,NA
"930",28139,692421,0,NA,0.31,0,0.1,NA
"931",28139,692422,2,NA,0.31,0,0.1,NA
"932",28139,692423,10,NA,0.31,0,0.1,NA
"933",28139,692424,20,NA,0.32,0,0.1,NA
"934",28139,692425,21,NA,0.32,0,0.1,NA
"935",28139,692426,30,NA,0.43,0.04,1,NA
"936",28139,692427,40,NA,0.82,0.19,6.6,NA
"937",28139,692428,50,NA,1.09,0.26,10.9,NA
"938",28139,692429,60,NA,1.32,0.07,15,NA
"939",28139,692430,70,NA,1.49,0.05,17.4,NA
"940",28139,692431,75,NA,1.55,0.04,18.3,NA
"941",28139,692432,83,NA,1.62,0.02,19.4,NA
"942",28139,692433,99,NA,1.71,0.02,20.5,NA
"943",28139,692434,100,NA,1.72,0.02,20.6,NA
"944",28139,692435,119,NA,1.93,0.01,23.4,NA
"945",28139,692436,125,NA,1.99,0.01,24.3,NA
"946",28139,692437,140,NA,2.11,0.01,26.4,NA
"947",28139,692438,150,NA,2.16,0.01,27.1,NA
"948",28139,692439,170,NA,2.22,0.01,28,NA
"949",28139,692440,196,NA,2.3,0.01,29.4,NA
"950",28139,692441,200,NA,2.33,0.01,29.7,NA
"951",28139,692442,230,NA,2.58,0.01,31.8,NA
"952",28139,692443,250,NA,2.66,0.01,32.7,NA
"953",28139,692444,269,NA,2.71,0.01,33.3,NA
"954",28139,692445,300,NA,2.82,0.01,34.4,NA
"955",28139,692446,317,NA,2.88,0.01,34.9,NA
"956",28139,692447,378,NA,2.97,0.01,36.2,NA
"957",28139,692448,400,NA,3.01,0.01,36.8,NA
"958",28139,692449,438,NA,3.09,0.01,37.8,NA
"959",28139,692450,500,NA,3.2,0,38.9,NA
"960",28139,692451,513,NA,3.22,0,39.1,NA
"961",28140,692452,0,93.4,0.43,0.05,1.1,NA
"962",28140,692453,2,93.4,0.43,0.05,1.1,NA
"963",28140,692454,2,NA,NA,NA,NA,NA
"964",28140,692455,10,36.6,0.43,0.05,1.1,NA
"965",28140,692456,20,13.5,0.55,0.11,2.7,NA
"966",28140,692457,21,13,0.57,0.12,3,NA
"967",28140,692458,30,5.5,0.82,0.16,6.8,NA
"968",28140,692459,33,4.5,0.92,0.17,8.2,NA
"969",28140,692460,43,1.6,1.18,0.19,12.2,NA
"970",28140,692461,50,1.1,1.22,0.19,13,NA
"971",28140,692462,52,NA,1.23,0.19,13,NA
"972",28140,692463,63,0.3,1.25,0.19,13.3,NA
"973",28141,692464,0,NA,0.37,0.02,0.3,NA
"974",28141,692465,2,NA,0.37,0.02,0.3,NA
"975",28141,692466,10,NA,0.38,0.03,0.5,NA
"976",28141,692467,20,NA,0.52,0.09,2.3,NA
"977",28141,692468,30,NA,0.72,0.15,5.2,NA
"978",28141,692469,31,NA,0.74,0.16,5.5,NA
"979",28141,692470,40,NA,0.93,0.25,8,NA
"980",28141,692471,50,NA,1.12,0.3,11.2,NA
"981",28141,692472,51,NA,1.14,0.3,11.6,NA
"982",28141,692473,60,NA,1.45,0.33,16.4,NA
"983",28141,692474,70,NA,1.58,0.08,18.8,NA
"984",28141,692475,75,NA,1.62,0.07,19.3,NA
"985",28141,692476,86,NA,1.66,0.05,20.1,NA
"986",28141,692477,100,NA,1.67,0.02,22.2,NA
"987",28141,692478,120,NA,1.87,0.02,23.8,NA
"988",28141,692479,125,NA,1.93,0.02,24.5,NA
"989",28141,692480,140,NA,2.1,0.01,26.4,NA
"990",28141,692481,150,NA,2.13,0.01,27.2,NA
"991",28141,692482,170,NA,2.19,0.01,28.2,NA
"992",28141,692483,200,NA,2.21,0.02,29.5,NA
"993",28141,692484,230,NA,2.43,0.02,32,NA
"994",28141,692485,250,NA,2.52,0.02,33.2,NA
"995",28141,692486,268,NA,2.58,0.02,34.1,NA
"996",28141,692487,300,NA,2.66,0.01,35,NA
"997",28141,692488,318,NA,2.7,0.01,35.4,NA
"998",28141,692489,377,NA,2.94,0,38,NA
"999",28141,692490,400,NA,3.01,0,38.7,NA
"1000",28141,692491,437,NA,3.1,0,39.5,NA
"1001",28141,692492,500,NA,3.21,0,40.6,NA
"1002",28141,692493,506,NA,3.22,0,40.7,NA
"1003",28142,692494,0,NA,0.33,0.01,0,NA
"1004",28142,692495,2,NA,0.33,0.01,0,NA
"1005",28142,692496,10,NA,0.32,0.01,0,NA
